Data Source,Indicadores del desarrollo mundial,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66
Last Updated Date,44706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudán,SDN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1659999.8999999999,,610000,260000,-1159999.8999999999,1300000,5839999.9000000004,8269999.9000000004,5990000,-2660000,8849999.9000000004,19329999.899999999,16789999.899999999,6320000,9076923.0769230798,-3040000,-8169999.9000000004,11650000,2020000,3488888.8888888899,-31129999.899999999,-620000,90000,-160000,99180000,12000000,400000,97900000,370700000,370800000,392200000,574000000,713180000,1349190000,1511070000,1561689996.8943501,1841833814.0836699,1504379838.3858399,1653120315.4749999,1726298402.9514501,2063730997.6621301,1734376994.48388,2311460739.7595301,1687884178.79722,1251280889.37784,1728373403.43067,1063767535.33587,1065298481.4186701,1135787164.0494101,825354992.31027305,716939710.59487998,
Senegal,SEN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,5000000,9800000,15199999.9,4900000,10261537.6105481,22537140.752189402,35865169.587897502,27963239.8429421,-5007625.3230402702,8931860.2561029699,14483180.798036801,34372171.172456197,28057895.807739601,-34692149.785675503,29087552.599932902,-15803661.973706201,-8431851.6376101095,-3959584.7855952801,14940495.590804899,26801810.528833002,56893144.781523198,-7550329.0897546699,21383359.7563283,-812254.21948801505,66876235.540748499,31673945.423051201,13955558.7609991,178810136.257774,71105812.048391894,161686935.93326601,81643690.123518705,45083429.813955002,82692671.566497594,86499780.368195206,137583476.929811,167944230.519191,289840300.29228002,351458732.44261903,455739867.97629303,331473910.25035799,272092888.45661199,338661995.57934701,276159533.00447398,311366768.81942397,403098056.38786298,409166125.81490999,472409799.84677601,588292997.95870805,847841574.79021597,1065462820,1480500726,
Singapur,SGP,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,93000000,116000000,161066666.72393501,352816700.92403001,340190955.71505499,291823050.76013398,230690621.68681401,291465114.46199799,299908752.21245301,836031838.20317197,1235750842.05265,1659967735.20666,1601850446.2961299,1133905965.84743,1301871313.2479401,1046746812.8759,1710283593.0736201,2836204781.6142902,3654794588.6182098,2886591947.2206702,5574738855.3773804,4887094440.1030397,2204342221.0399199,4686312017.4898996,8550165226.9886398,11942852103.3601,11432363956.363001,15701783678.786301,5958646073.6873798,18852989358.626598,15515295182.2255,17006818857.2728,6157194143.8242502,17051420152.873301,24390254965.551998,19316058814.075401,39129332046.656097,47337947782.775002,13598298537.0175,23436064059.750702,55322434161.874199,49155657316.294601,55310807547.703499,64389514904.499298,68698472830.590698,69774553124.943207,67912016903.325203,100786356970.871,83110792593.645004,120439465115.853,87445137676.7388,
Islas Salomón,SLB,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,-170000,-10000,700000,-50000,7854773.9570605699,4888282.3797788098,4435491.3230700996,4578448.8596800799,3464345.9601253802,2410140.22039901,229841.12660124499,1029755.4197147799,435328.35453500901,1962762.2568944499,675325.84479608794,3100775.1940952102,10482747.145323301,1680658.81825675,11599300.844147099,10439803.0673512,14513306.934340199,14173013.216761701,23370838.213150401,2096398.9031884,2025896.2388795901,5944439.1220736401,33871933.242607601,8804628.1056949906,9900495.5415043905,2004350.2916542599,-8617173.1074527502,145800.74493511801,-1009361.6810563901,-3005254.99388775,548149.34944934503,44307544.559645399,85983505.985265195,75177085.379964903,48583116.341532603,165920898.26992199,120052792.508287,23881499.295944601,53434351.3773387,21022029.974167101,32222728.563543901,37343622.769598298,42883975.627854399,24992541.5163262,32787092.720295299,8980046.9419194609,
Sierra Leona,SLE,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,8199999.9000000004,5200000,3799999.8999999999,6240000,10500000,10100000,8500000,5058889.5487156399,24258785.870259099,16083672.266609401,-18670264.708658502,7505833.3840077696,4682515.6436681701,1697315.44211398,5856690.3732904298,-30957002.2550321,-140310793.68045399,39409532.6360192,-23088456.540627301,22356434.2668809,32434698.874735299,7504465.1296651,-5599050.40660391,-7462923.5055774301,-2874187.6100226999,7287055.9078585701,663927.90522763098,1800032.09430632,104884.952718631,533201.78805506101,39000824.520523399,9835742.0223757196,10413409.463440901,8615049.6677389797,61153314.193329804,90731669.737714902,58869143.907217897,95470171.315982804,53095068.067431197,110430202.51769599,238404209.34276101,950477791.38029802,722447405.06738806,429664580.13606799,375089628.51241797,252435829.43390101,138509469.264081,413724476.11275202,250446053.545995,342447726.80864102,348699999.89999998,
El Salvador,SLV,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3700000,7000000,6599999.9000000004,6000000,20100000,13100000,12960000,18640000,23360000,-9960000,5880000,-5720000,-1000000,28080000,12360000,12400000,24133631.4829509,18320000,16960000,14360000,1898272.0856656099,25180498.960499,15309478.7202233,16432044.017960301,,38037218.599781103,,59043540.328336902,1102684180.4683001,215800000,173400000,278900000,470000000,141200000,363270000,511140000,241130000,1550510000,903050000,368730000,-113160683.72428299,122500004.314785,430126687.53242397,245179098.280128,506295970.34992999,494541718.09229797,479469380.71382099,503801415.18300098,412743968.36067301,696287032.75876701,298500867.58643103,
San Marino,SMR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4500000,1700000,4500000,600000,700000,11789999.9,2200000,7780000,300000,10000,-30000,110000,-760000,-8230000,-14940000,-710000,3060000,64340000,-43390000,-41159999.899999999,5589999.9000000004,-150000,-60000,2000000,1000000,1000000,1300000,1100000,40000,-810000,270000,40000,140000,-850000,-4790000,24000000,96000000,141000000,87000000,108000000,112000000,102000000,107330000,258000000,261000000,303000000,330000000,369000000,408000000,447000000,464000000,
Serbia,SRB,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4423192680.1188602,4055798181.80088,2929226709.6034098,1693250318.85147,4930532020.1455603,1275339755.6278501,2059297316.50401,1999539187.4568501,2343139735.7477298,2355214636.9421501,2894615965.2376099,4071895067.8210602,4268709249.6099,3485786682.9784198,
África al sur del Sahara (excluido altos ingresos),SSA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,826969865.19999993,713360932.0999999,694198244.69999993,813129138.30999994,1415054681.0262809,1281359857.7507222,1010304702.9957218,838829162.87533522,913509578.98869395,765854655.71869385,246011504.86660856,1534956269.0155947,1450214297.9891412,845340654.05751359,928036527.30810046,988405694.63218641,601277601.59376633,1298319347.4216533,1487014177.0040953,2947195886.277596,1141740981.2442138,2060038430.9203084,1857942349.3680422,2578610354.1321182,3547058610.165719,3562502639.230073,3241088266.670536,7326061569.193224,5966341505.9964924,8590659027.2175522,6850869030.9164753,15364547989.037924,10824041528.311413,13758234638.949051,12595114635.812923,19530901511.260696,16294889296.207438,28974875069.701828,38611916586.425735,36468391891.893387,32647561593.154202,41895475658.791428,44935833495.810593,40633886165.568192,44167051445.824562,44309672569.018394,30737962102.643982,27492062938.697399,29643723139.408401,31519410804.827461,29974645670.428429,
Sudán del Sur,SSD,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161000000,-793000000,1035825.73,150000,-7850000,1420000,60140000,-2210000,17500000,
África al sur del Sahara,SSF,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,829169865.19999993,715170932.0999999,695548244.69999993,818969138.20999992,1416784681.0262809,1285939857.7507222,1016639888.2108114,845894097.03499818,919838268.08795786,773361137.522138,255531071.66183549,1545026115.4996226,1460228983.7894313,854463619.31957185,937809636.29425359,1000052323.0511231,615474971.26211071,1317723816.7385566,1510216500.483958,2969625003.6392069,1161980880.4394069,2079621354.8791602,1866956380.3710992,2597446477.287426,3577795230.8845882,3608386962.436306,3269901240.5571022,7379460247.1581459,6019551274.4231462,8645875760.6954269,6875196027.7574663,15429288245.544849,10871759276.378639,13816660179.675436,12633129487.912924,19611631250.351608,16435444989.67441,29150798716.211662,38791742030.578232,36636643553.828903,32807356968.154202,42038716323.894882,45549042272.083656,40691175231.191193,44275406888.926529,44415566166.22171,30778816292.340816,27616528474.402,29951387793.199734,31773291364.891685,30149755796.564922,
Pequeños Estados,SST,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,484718499.59456563,440511032.93212193,369790035.84813517,358677189.80656689,483158856.51361793,444935364.68182564,275894863.34488404,268234074.98671633,397901519.18331754,635443453.7537173,252750627.48410803,851372183.49998951,637916259.8449266,550166918.10291326,462476050.75788307,410304228.9143694,280147874.1227563,486215743.98370028,690378821.1363622,615010038.29149771,975965096.80604434,1602539112.282887,2246352284.5405478,641702349.41357553,1866375135.0480754,3131223805.0813594,5107067127.449995,4569676776.3183613,5051839691.1637115,5411790081.8151789,6285066785.6015987,6070540708.9383011,5471988676.9655371,8349907614.6907969,17102184476.812801,38580630567.022728,46218605322.222893,64436619053.054298,47243084162.451714,86121034725.979431,57273843430.567665,61844956141.904541,85374364421.73381,36664251916.919968,65556436057.086609,41061444187.406898,18845875126.410435,21679339380.832806,10501099770.110876,56742799395.426529,12591936218.727674,
Santo Tomé y Príncipe,STP,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,200000,-50000,0,,,-480000,,30000,320000,400000,4200000,3000000,3800000,3000000,3600000,3400000,3501000,15664000,38015839.457350001,36028527.823919997,79143388.755408794,15500000,50600000,32152348.546953298,22471527.027027,12162344.822250901,26489982.128366701,27924059.1401315,23331087.120574798,34208489.033314399,23698321.486444902,24191799.512828801,47112184.772581302,
Suriname,SUR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-5000000,-6799999.9000000004,3009999.8999999999,14199999.9,7450000,1159999.8999999999,1060000,-22600000,-13500000,-27399999.899999999,18100000,61700000,-11100000,81500000,-70900000,21300000,-60399999.899999999,-129599999.90000001,-171000000,-299699999.89999998,-76799999.900000006,18500000,-54299999.899999999,-46600000,-30199999.899999999,-20600000,19100000,-9199999.9000000004,9099999.9000000004,-61500000,-97200000,-26800000,-73599999.900000006,-76099999.900000006,-37299999.899999999,28000000,-163400000,-246700000,-231400000,-93400000,-255700000,145288761.19999999,169442185.07279301,186765030.570088,-59673138.084193401,183665852.69756001,231666845.65376601,96075554.741453707,130960766.326423,84160363.825740695,1039899.70549925,
República Eslovaca,SVK,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198834261.915409,269877766.16979301,236132979.23465499,350826240.038055,176706776.809273,646612354.42081797,338895206.31093901,2183119136.13344,1532584052.0843799,4212437461.0310102,969200518.93396997,4063498784.6023898,3923508331.4958,5701436726.9424896,5058234422.1700697,4640891412.0032701,1521083444.32745,2115832960.2396801,5431592591.915,1776566141.0601599,1003901609.24332,-362908482.68206501,1520387925.93414,4742874363.7175703,4225581974.3323598,2250850832.0704198,2279811254.2814698,-330595869.16665202,
Eslovenia,SVN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000000,112600000,116900000,150400000,173300000,334500000,215700000,106600000,135800000,501200000,1849800000,535600000,763100000,970800000,692021551.71871495,1884506372.6751699,1080741791.9219601,-346971372.90094501,319143932.575037,875946337.67601395,33537889.4917932,104022716.62864099,1019380613.49717,1730147099.2822299,1446274234.68466,1196228604.6928101,1538137615.3545401,2151537534.12251,486379526.94482398,
Suecia,SWE,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,108250003.295488,84100267.013329104,65306129.604781702,83963592.6690626,76586494.889898196,80215154.576940998,4864300.2675860999,81453706.860751599,69712036.852941498,112469609.88532899,250911512.531221,181117388.512144,355014408.98719901,225698175.702732,290015353.03472799,392953911.93989497,1082656171.41941,639212993.08474195,1673425167.82549,1812004570.52244,1982424727.6365099,6350883200.4645996,-5418689.9178420296,3704921362.3301501,6268780977.8199196,14939375567.495199,5491883747.9705896,10271066268.9352,23334866534.928299,62910430888.170898,22817836820.944,18217810086.486099,18381645407.9827,6007683415.8843098,16854649893.5474,20782686615.820702,22052656378.599098,46143507532.967499,41436553995.945396,8960871620.9039993,625102142.46944499,6979353755.4435101,4273531542.4164901,1316837632.1247499,-8624292983.5584106,10254328595.411501,15642287790.049999,28405674155.344398,-952353416.55601895,16986432796.635401,28435977959.1507,
Eswatini,SWZ,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,670000,60000,3532128.3684207299,14469084.229836499,7359999.9935999997,20009999.9826,21734999.9811,55461694.131113298,26449804.385783501,37033705.364277899,-13630304.098599499,-5654788.6198848402,5016005.46422893,11621254.784470201,31115542.530531898,56285915.423781604,50583524.945925102,67183250.7046711,30108364.991456799,82134779.987071395,87306719.1987416,71920619.794012204,63262111.478216901,51756162.317673802,21715844.975760899,-15313929.477856601,152720441.74043801,98270489.557151601,90658006.189874604,29330084.346971899,92945313.171995103,-60190680.479711898,69582011.837250799,-45850344.677386001,121031132.73316699,37493846.237916701,105729374.657006,65705859.515037,135660413.694601,98708321.715784907,26480002.333233301,81790158.397115499,25782635.171307102,31498094.370292999,26852077.6519874,-57647593.392990097,31130826.657152802,127970921.96540099,44069562.355912201,
Sint Maarten (Dutch part),SXM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48480446.927374303,13508379.888268201,47357541.899441302,47709497.206703901,27770949.720670398,41553072.625698298,64248297.044692703,-47915083.474860303,55277704.100558698,26692627.9050279,
Seychelles,SYC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2200000,1810000,1350000,5839999.9000000004,1730000,4580000,6335185.2150895,7064934.1596629303,6328689.0992638599,7506481.8034441704,9519566.7952269502,10069846.4840279,10014685.8002898,9122965.2620583009,9773108.9861529898,11646628.4189368,14197369.668344401,19404469.316903301,23202323.479862701,22429117.3616108,20239899.195193201,19582923.958851799,9014031.0030569695,18836123.155308001,30736620.718869001,45884323.206232697,28812973.8865657,53398677.964921497,53209768.426653698,55216733.477874301,24326996.8409907,64740256.506924801,47717748.067225903,58425540.726385102,38014852.100000001,80729739.090909094,140555693.46697301,175923646.509835,179825444.15250501,168251661.93552199,159795375,143240665.10345501,613208776.273067,57289065.622999102,108355443.10197,105893597.203315,40854189.696834996,124465535.70460001,307664653.79133302,253880560.064228,175110126.136493,
República Árabe Siria,SYR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-100000,,10000,-45000,10000,140000,100000,90000,0,40000,-40000,40000,95000,-20000,50000,15000000,20000000,22000000,27000000,30000000,40000000,54000000,57000000,109000000,251000000,100000000,89000000,80000000,82000000,263000000,270000000,110000000,115000000,160000000,275000000,500000000,659000000,1241959115.1104801,1465623386.27635,2569548271.5307102,1469196863.4814601,804162635.29999995,,,,,,,,,,
Islas Turcas y Caicos,TCA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69533000,-69888000,16590000,22068000,42227000,26961666.600000001,30418888.800000001,
Chad,TCD,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,600000,300000,-100000,6099999.9000000004,13800000,20300000,26800000,21153560.0383945,34136051.206530303,-1290000,-430000,-110000,-120000,-90000,9186265.6283344496,53650093.598907098,28200501.059212402,8162068.4698027195,1289247.25997058,18739324.367410999,9400000,4239527.5076744501,1960770.97412268,15160901.583748,27074698.9671029,32611570.100000001,39466173.5,44293940.5,21696680.41,24524970.809999999,115172421.5,459866391.80000001,924119210.10000002,712663454.89999998,466793492.10000002,-99342519.359999999,-278413999.89999998,-321654999.89999998,466130999.89999998,374899999.89999998,313000000,281899999.89999998,579793037.39999998,520200751.30000001,-675545915.39999998,559642022.5,244682121,363381636.39999998,460890507.60000002,566638948,557692503.29999995,
Asia oriental y el Pacífico (BIRF y la AIF),TEA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,417482884.60000002,514955384.5,533905576.70000005,1023388711.3,1164907900.8954048,1873082205.9935691,1404340314.5379,1001681449.0028247,1135772959.8930707,924555968.88829899,1376936767.1725819,2273131439.4935975,2402953612.3329268,2818960513.3552518,2837398519.2700791,2948205676.2467852,3115673509.3904605,3923113338.2657146,6738494060.2030973,8353410404.9834757,10389726608.645372,13160916720.316999,21338095435.066586,38802115566.38591,45467084630.06929,50702277671.728333,58558294983.031891,63348869786.561165,59496975476.972046,53026891035.351936,48076240453.01123,52320355716.906898,63360293929.121422,68416161818.840103,83222215167.67189,129280050929.12833,152781035505.54355,193535920942.86389,211615652599.22067,155966132190.0246,298439207224.89764,337108152491.35577,304497804873.02924,361655043772.07141,329569915628.94659,306158288970.9931,220205216139.25388,240058838915.97556,311285698326.07214,259078804718.24075,261048601392.62128,
Europa y Asia central (BIRF y la AIF),TEC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,58000000,45000000,43000000,79000000,64000000,114000000,16000000,32000000,59000000,105000000,28000000,113000000,69000000,62000000,141000000,114000000,141000000,127000000,369000000,674000000,808010000,1196900000,3178900009.9000001,5589788480.1536551,4915356874.3768635,9289933139.6647301,11461553182.656309,17119702805.246475,17954478221.095192,18647203015.585484,19359523101.433327,20753050592.323528,18483607545.796108,30471387095.416977,58560963644.412552,66936837127.33976,124829347240.85423,174560381062.43909,186673910925.70514,108662823405.74498,108302760921.96231,141062038029.06799,116497319012.59175,120711895501.43629,90091995804.644089,72727622757.074921,111541082716.44908,84256244027.332138,69740352876.302856,98064475933.329742,60799282912.470627,
Togo,TGO,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,700000,4599999.9000000004,1200000,3299999.8999999999,-44328180.690100498,5212005.4286119202,5624596.0240529999,11258562.067769701,92893665.505814403,52585152.0130357,42734849.485449001,10193888.024379401,16131768.5115865,1443319.3935038999,-9936912.14704239,16275545.965033701,6113092.4372673295,7150544.2892808998,12966335.7239749,9169040.4440744594,18239596.964818899,6479812.9465124505,-13109576.4,-18575900.845682401,-3265462.2955932398,-7813307.2201075004,2253923.4138439498,12260365.7806242,11116162.8504459,15089199.2484699,52818330.986365803,72617650.887525201,57806307.373627096,45773612.370035902,79967681.861950994,96003598.208715707,91396741.899060905,62406802.627874397,50892371.953782797,46304496.127711602,125064101.838993,728710878.416044,121511565.575361,183599248.95818299,54020342.354685999,257860036.464441,-46308331.617851697,88558699.502223402,-180972714.79572901,345697546.97143197,639483236.5,
Tailandia,THA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,42802884.600000001,38865384.600000001,68610576.900000006,77833711.599999994,188288646.40000001,85626229.2045746,79117247.891908795,106077896.182212,55653209.315027699,55280864.5720976,189859432.27173299,290555396.43171299,190868602.226724,349606931.777924,401019248.88265902,163200657.95060799,262504153.77504399,351932497.41628999,1105370109.5356801,1775449345.30598,2443549743.0090098,2013985971.10096,2113021867.3199601,1804040984.75618,1366440824.95193,2067936429.29445,2335837474.9316602,3894755071.0450401,7314804931.3301296,6102677671.1809502,3365987582.5830998,5067170388.0902205,3341612007.2369199,5232270340.1941004,5860255942.6010199,8215637195.3000097,8917470351.2000008,8633903440.6000004,8561557724.6000099,6411458544.6000099,14746672919.6,2473685995.6999998,12899036062.7558,15935960664.807301,4975455660.4459,8927579182.1621704,3486184390.3006902,8285169819.69135,13186328517.834999,4790362174.60779,-4845358538.2107296,
Tayikistán,TJK,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000,9000000,12000000,10000000,18000000,18000000,29940400,6702899.9000000004,23543299.899999999,9495400,36066400,31649700,272025100,54479300,338627400,359967400,486614340,149060550,93940670,145883670,241736370,283140730,326593810,454012320,241616267.20903,185827080.70079499,220862232.33770001,212809730.69929701,106534792.807917,
Turkmenistán,TKM,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,79000000,103000000,233000000,108060000,107860000,62299999.899999999,125000000,131000000,170000000,276000000,226000000,353699999.89999998,418199999.89999998,730899999.89999998,856000000,1277000000,4553000000,3632300000,3391067000,3129614737,2861420712,3830131000,3042968000,2243160000,2085944135,1997297379,2129436528,1169442175,
América Latina y el Caribe (BIRF y la AIF),TLA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1340828008.899756,1703278139.8001916,809037064.13911009,2137192598.8953171,1902219762.7162018,3008991838.9282765,2049134918.4418054,2914798960.7200303,3907426333.189014,5187211568.7691784,6398280935.3402634,8558095555.564126,6941380000.1210203,5439941666.6189728,4374111797.153163,5993615758.849411,4819445113.0644331,5270247037.0370378,8483525465.2213182,8138811525.0544653,8299627444.1989555,12999679453.208866,14783890465.95265,13827389511.532887,28695965495.45451,30529503183.39777,45534436358.47348,66553544832.90992,72132011072.03772,89659783222.844818,79627171983.13179,72663445140.471695,55720621735.092613,45229975780.329811,68412116263.368332,78560324625.406219,78362725889.969086,129696750475.47086,148507286227.77515,92933857900.98053,170104150464.52805,209057239444.5607,212823969687.24738,203027974318.14874,189773094891.06555,177669816237.94101,167923528601.35461,160938481172.69534,174413212521.41858,158557228846.02316,99501155690.189651,
Timor-Leste,TLS,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519000,,908000,8478084.4619010203,8695061.6883672196,39697970.752688698,47954750.659999996,30332806.77,49058168.539999999,40382443.850000001,55857105.619999997,33905491.522696003,42995500,5478700,6715937.4671480004,47925664.570816003,74580323.023000002,72378586.430552006,
Oriente Medio y Norte de África (BIRF y la AIF),TMN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,461010000,184730000,305939999.38197929,475295438.51763225,699810353.69898951,81181693.791257411,558269064.18894494,302681905.70601928,822526610.46568561,903715274.00140417,235915809.33656454,550770901.14539349,193117175.25193152,350708762.65369034,996095099.89309251,1432828268.3459182,1053545315.6691382,756328688.41936076,1554500732.4696059,1643526353.6576605,720285127.26322949,1158270169.6968193,2381389628.6751871,2800145544.9104199,2461917879.6054864,1071081275.9508301,1541694282.2336435,4663964697.8792162,3856224616.2811689,3426383249.7797132,5058760396.9311657,7163609491.6459675,8453500195.5623522,11240151705.455873,10610536324.669754,18185550613.437443,30455832480.136192,33637310502.225094,35554856312.797096,28919130629.805721,25752879980.337807,16389710370.8692,22936585124.686909,16480382117.749447,7554492927.6306858,8974601890.0658398,13357538132.806429,16563797615.167074,15129481287.131794,13944012614.440752,11266096990.186779,
Tonga,TON,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,0,0,0,0,0,0,40000,50000,0,0,0,0,0,20000,20946.8912734552,113399.922982405,194192.94752969599,58146.129851213896,110538.24986928899,99521.424228411197,200289.442508179,1244111.8639482399,351311.27198540798,2489172.1753518502,1028451.304,284990.625,-10526.148999999999,45708.550999999999,958145.99199999997,9212396.8719999995,7628663.0060000001,4692076.7680000002,182273.33059578601,5533664.0401791399,6005489.5324425697,10987468.9682818,17583867.202978801,21517757.345239799,247006.48501414401,4661006.00282213,7641551.9580818098,-841513.97831633396,6269513.2900739703,13241447.4869655,6349155.2799099404,5724624.5768054398,-5613753.3582890797,19911276.3816493,1742414.0954877301,4226388.3029215904,
Asia meridional (BIRF y la AIF),TSA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,68390000,49409999.899999999,35359999.899999999,36809999.799999997,65309999.799999997,18329797.628836103,6115099.5253149709,-14115363.196290402,60917584.884272397,148025869.54827279,203483499.8259683,254549302.92392799,203630700.4571583,72919902.623461306,107619291.26756215,258841332.40711498,262189950.92521459,411296932.0554719,327182328.42870629,487509138.3497687,541686874.37281537,390731743.4782607,746299992.615798,1114335939.5069442,1580619701.8068526,2931339014.7998362,3512002808.6100121,4895320823.8996077,3547667680.412004,3080367825.454072,4367540967.8086433,5798481654.9607162,6354963507.8579073,4820712730.8669014,7477232653.4480438,10888782987.605745,25539643965.976414,32472490181.340393,51156328359.050987,39495301323.278488,31698961378.690628,40646167618.12365,27781340461.818008,33525285629.161964,40326751703.180107,49718769794.102394,50932456612.936462,46334263754.382446,48656125367.052963,56679175734.37648,68621946104.186455,
